economy,Country,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022
GBR,United Kingdom,59.0511802227821,63.3240615708901,61.9688704472535,61.7195395154583,58.8210228333296,57.125044605439,59.8395315138259,63.1899245764158,64.9097721959201,65.0035664177054,59.1598893030611,58.53838629291,69.1989264413981
ARE,United Arab Emirates,135.485709128426,144.176786868982,156.637694501481,157.398083989641,159.515615057764,164.286182737903,165.39501917458,165.476542469815,154.747005019293,163.822152944853,181.29188817064,182.909355066597,185.741660982819
UKR,Ukraine,95.72973045329,104.805073904259,102.622788356626,94.0016694501782,100.691782483624,107.806616298156,105.521204913122,104.034982911399,99.1998150718675,90.5112342910763,79.1564523761815,82.69796136345,87.3965139907244
UGA,Uganda,38.2692490371291,39.7552255606122,43.5021371397314,43.1091548734687,36.0144010819085,37.6892983324358,31.2093620232119,36.8370529334101,36.6384055999567,39.3610539647435,37.0006923916369,41.7136307424781,34.5053019270937
TUV,Tuvalu,,,,,,,,,,,,,
TCA,Turks and Caicos Islands,,,,,,,,,,,,,
TKM,Turkmenistan,96.8630558404027,111.062833823441,109.333652637251,98.5928226795449,91.0934829576602,81.2999305660859,62.0460846966262,53.5753567069955,50.9002726399821,44.2857594037204,35.9365938526967,33.0581170797482,37.3609509597775
TUR,Turkiye,46.9433366709891,53.651583897618,53.3277612968607,53.0683530043043,54.30677404128,51.8749252596832,48.870183807987,56.1356585158689,62.8251323851165,62.5784589326239,60.389853117297,69.6088976086437,79.8982722314341
TUN,Tunisia,100.151009836799,100.106379304237,101.550723929668,98.9549566862038,96.1071038558701,87.2485306596052,87.0926643641466,95.8091979825804,103.871824260635,102.332614725789,84.3333297071767,93.6334140664079,116.095794384146
TTO,Trinidad and Tobago,,,,,,,,,,,,,
TON,Tonga,70.7976681214649,78.8578648859134,77.9722872799652,82.731581196292,74.7304245935745,81.3902410936397,87.7771675387955,88.0434937486257,86.1039624323194,88.0453900968952,81.8494988890262,68.5461486002269,70.1272756617234
TGO,Togo,66.7974885937104,77.732312664143,75.7132085684163,82.1477877564195,70.9156517502517,69.1281378813376,66.4450409805081,58.2088602526732,57.5737388499452,56.3421740349757,55.0659513954403,56.3775580757321,61.575092396894
TLS,Timor-Leste,134.400510427226,140.766344089557,128.500488863095,79.634121567732,82.7357767711716,60.0769230184537,60.3106239445445,58.6347534789983,64.8191803659945,70.6142431890513,84.7503102509987,99.8599994214434,97.6211103607359
THA,Thailand,127.250522638251,139.675407224576,137.67493851024,132.462274174269,130.905495444398,124.839662152526,120.57522728913,120.891427433638,120.841864730984,109.689514715166,97.8007432465178,117.252944620852,132.858712082871
TZA,Tanzania,47.6404394295683,56.1661241821809,54.3689490815138,48.6316275295495,45.3560223433065,40.7576808778314,35.4204704002636,33.1125919853124,32.6426099043737,33.0185892502311,27.9630151969884,29.9151840074048,35.0034517101994
TJK,Tajikistan,73.493044509473,79.7842446734572,83.1759445401528,71.7437428882341,54.6071596053705,49.9378160689555,55.7246446907573,53.7861046057767,55.8461114113303,56.0450159145896,55.7491040194954,71.825937435383,65.4355115893577
SYR,Syrian Arab Republic,64.0101646947258,50.6960943456553,35.3686903315942,44.7052547833532,54.2644225210945,51.0862078228369,67.1119365330928,61.0508521719631,50.6590991144828,41.9994711236162,44.818335302748,61.2204850955149,35.6094680799956
CHE,Switzerland,120.065123269341,125.556273159907,126.453860464505,133.693708414477,120.213423375239,117.138482218872,123.565924513577,123.621807602301,124.428504325808,124.127612180467,121.785977998371,130.016261288489,138.500698753519
SWE,Sweden,85.0914849272733,86.3907448060188,85.2980605424359,81.6402521329964,83.8229810483527,84.1730765958171,83.4519478574149,86.0693088740521,90.4087142361701,92.7511390290561,84.4745958141618,91.1102374413042,107.111751826512
SUR,Suriname,90.9613941465855,,,,,,,,,,,,
SDN,Sudan,32.728309950035,27.512339023518,21.8561745247301,26.8585245020134,20.8451090041313,18.3782728546541,15.2816698903461,17.8313898297102,21.8679187274323,26.1196204552625,9.95514507626151,4.12754863828426,2.69883443585856
VCT,St. Vincent and the Grenadines,,,,,,,,,,,,,
MAF,St. Martin (French part),,,,,,,,,,,,,
LCA,St. Lucia,,,,,,,,,,,,,
KNA,St. Kitts and Nevis,,,,,,,,,,,,,
LKA,Sri Lanka,,,,,,46.9179708088816,46.4715370252187,47.1404098004644,49.8093967521361,49.42552388546,37.089118857292,41.2288463291999,46.6826080196819
ESP,Spain,52.6933699734019,58.5118228859632,60.5540346961864,61.6687726441327,63.39926213895,63.5820412248232,63.1886778507294,66.167446137857,67.0094103982921,66.3662250440692,59.4461280147076,66.524588943191,78.4657338703054
SSD,South Sudan,90.9434483661131,93.226859754919,71.6198113947489,50.8112465907463,64.6345178070809,65.5513491845003,,,,,,,
ZAF,South Africa,50.4060871625999,54.6363504358971,55.5826171933345,58.875027630051,59.4995740550593,56.7266761447156,55.8612575048782,53.5359318293741,54.4855451276341,53.8979964081406,50.7596590804177,56.1647136277546,64.94713440234
SOM,"Somalia, Fed. Rep.",,,88.5736460782288,83.3409991258378,81.7010414559322,76.4793322385239,74.3615625516249,68.6756490932841,73.8219230280706,70.2980591497227,75.6954102920723,79.0994411051355,90.7576203077526
SLB,Solomon Islands,96.1485545423385,107.247515572534,104.823434628967,99.6074605551315,93.4534070100296,88.1884859107326,85.54984577725,82.1974922027324,88.4949614655388,82.9985659020552,60.2204365577573,67.4200567835061,74.8355405329858
SVN,Slovenia,128.606575425363,140.332355750319,143.656448572975,145.168789432403,146.471705096746,147.218367714503,148.238448080388,158.70213584467,162.613493975851,160.044275685249,147.549008584942,161.788727511439,186.647076274632
SVK,Slovak Republic,155.108497681586,169.178076311066,176.968958181431,180.903136491458,176.756316098132,179.42602289503,182.757379596201,186.644687399549,188.732964699496,183.722608631236,167.534173320366,181.97948448512,204.056318531151
SXM,Sint Maarten (Dutch part),,,,,,,,,,,,,
SGP,Singapore,369.685555787646,379.098631377539,369.212965787665,367.041780049019,360.467319166237,329.471398940262,302.839656046574,316.794409287568,326.59658728675,324.394985115301,332.040805481913,329.161383683762,332.34956775484
SLE,Sierra Leone,27.9541259241389,43.7807969332619,53.3813447139398,53.3627646114117,51.1187772788807,36.4823958242319,43.0672126969961,41.5213782343591,37.3774604106006,37.5619530302056,30.6131009514507,42.1435161280127,45.0542127390319
SYC,Seychelles,198.162692424328,210.075382747992,222.178254853141,196.517733268793,213.354469426486,187.475012467679,180.866188390939,197.442236417869,185.7075372109,173.407846880196,153.48333156592,183.77081501466,189.826835436591
SRB,Serbia,73.7088615865295,75.7493613069523,82.0766814348254,84.3322563766638,88.3815023270446,93.5281477663237,97.6906940431804,102.740445166934,105.563713028559,107.577309546092,100.324460810129,112.342298324945,131.913292283516
SEN,Senegal,52.4578551962948,57.5768785989578,61.9753040040375,60.6267663596737,58.4425289760992,58.1103376742017,54.1081692072139,57.7052798455617,61.7898394793183,64.2362506061005,60.0468716137065,69.3759939883832,79.5998216515832
SAU,Saudi Arabia,82.5496850227537,84.3594342438995,81.74067854616,80.2515014286783,78.000111117736,67.1052692300592,57.9216635110364,59.5319791578229,59.1029104697141,56.7938204886513,47.533159225048,50.8839263398787,56.8241647749332
STP,Sao Tome and Principe,,,,,,,,,,,,,
SMR,San Marino,,,,,,321.364013420909,320.146089060708,313.85032377067,309.487956436918,307.264778080283,304.903167579063,342.470174007962,370.436071813414
WSM,Samoa,78.5698016774915,81.600955014363,82.7339794775292,77.877751737476,80.5007740440855,74.6343545643839,75.2118171706314,74.011085031494,78.9349676190658,83.3310820410377,77.4848006217247,59.7697791857954,60.8477796541449
RWA,Rwanda,37.2788790923351,39.71610247751,40.5408629987193,42.6934924295362,43.902733691075,45.2019756159103,49.4849071069892,53.6752674177253,55.7841263739603,57.9756628637954,55.1879515519855,54.2938318463367,61.1450795033651
RUS,Russian Federation,50.3555054872589,48.0353994077919,47.1513903857957,46.287149400499,47.8013412628116,49.3593493116887,46.5181198396096,46.8765243371311,51.5809003703964,49.2287536619033,45.9669082029127,50.5861954621752,42.7827864294811
ROU,Romania,69.9549354932718,76.271356441629,76.5943239913672,81.3976131747183,83.3751429575201,83.5205767017155,85.8925282906884,87.1560645667801,87.0911701095809,84.9063630584793,78.3616463562709,87.0711965460145,93.9496509383447
QAT,Qatar,87.1111970364642,98.7216351018991,105.746286433535,102.383154379024,99.0343138952759,93.7076739370818,89.5476231430097,91.4945574785855,91.838343273294,90.0462934117559,90.0189857283633,92.7790897626963,100.213640845612
PRI,Puerto Rico (US),104.153228306599,108.558400106824,103.311186552821,104.89224011713,102.385456504805,108.880634192821,110.274045470098,113.131649032582,106.001202479048,107.571456836722,103.509811317462,96.7453625315476,98.2564691765992
PRT,Portugal,67.6892401927983,73.0075756700531,75.9411067187813,78.0305056874282,80.220669072079,80.6346756266443,79.5223464844001,84.8077923069539,86.7356954918399,86.7709889083586,76.5086407209215,85.8735452148975,101.364146479435
POL,Poland,82.2258523219922,86.9236892837618,88.8299033066583,90.4175072415629,92.0340197113178,92.2554272741942,96.8659028060623,100.56589524628,102.442462168005,101.581033817373,99.2590912303436,110.874283021945,123.021332860345
PHL,Philippines,66.1042785137797,60.7958366999075,57.8420055133082,55.8247812320298,57.4681720875945,59.1415921053094,61.7760657653871,68.1683697426727,72.1633982990273,68.8418422595678,58.1695603022281,63.4846098136712,72.4296836107599
PER,Peru,51.6728089370033,55.9882802838607,52.6198952632294,49.7871424471444,46.8531210912899,45.1627686891148,45.3888411964154,47.5135503619971,48.631470171736,46.9435053754409,44.245967197744,55.427249365522,57.2969759649721
PRY,Paraguay,81.2575233746789,78.4921238489902,74.7649574561086,73.369871384133,69.0837249630891,66.9150655259457,67.7593152322119,71.0801344038459,72.0692236259495,71.2221617342433,62.7602174748575,69.74227302112,73.7379050218566
PNG,Papua New Guinea,,,,,,,,,,,,,
PAN,Panama,145.448718647896,158.20839556043,153.208620289839,133.071568994167,114.970604967371,96.5791573893461,84.3959718486228,84.0475372059131,86.1309615270001,80.4286505707227,68.7004234799646,80.1334636057057,93.4752688168442
PLW,Palau,120.658686278989,135.599929518963,143.64119233429,142.194634239769,145.702065814239,126.495484250397,118.020274395929,121.741750995626,117.866019647923,115.461972278731,103.352188901493,81.1478453400346,105.200935152021
PAK,Pakistan,31.9890020462315,32.3626382751438,31.3189732760076,30.8902743401844,29.4698256903998,26.6881860172247,24.7015780480573,25.472035002344,27.6260570796337,28.9055769867032,26.7162807328814,27.0304204125548,33.031353478032
OMN,Oman,96.3865546218487,101.641731939942,102.0747604043,112.543521763774,102.27872108813,96.3775801852347,82.8642642018901,88.9531480182956,89.2792178262847,86.4782010313236,91.8758908014472,95.9494877293305,105.745009280655
NOR,Norway,68.2395193584281,69.5987336334833,68.4985528389766,67.9727925936832,69.1373772209037,70.431856540017,69.1168423974699,69.1087817621061,70.0031957894984,70.8958205272987,65.3539790413323,71.2227137759599,82.6094798361389
MNP,Northern Mariana Islands,92.6157697121402,105.075445816187,114.879356568365,120.077720207254,119.831730769231,122.747252747253,152.845528455285,131.410256410256,108.762490392006,104.749787955895,78.9838337182448,78.8840262582057,93.1569343065693
MKD,North Macedonia,97.8810691156562,113.19191013947,112.214834702155,104.857229956305,112.537928969299,113.698443879103,116.185408418026,124.13728389629,133.215207648008,138.576231840539,128.241244322257,146.721411484074,166.147357379878
NGA,Nigeria,,,,,,,,,,,,,
NER,Niger,51.9459863027627,50.2463951569345,45.08596447308,46.2951491493291,45.7416008365932,44.727430371186,36.4881092245519,39.0711117370149,37.5388483992356,37.1025664250801,35.5129906570841,37.0158935503713,52.8061484327332
NIC,Nicaragua,100.364058423919,111.827453935999,115.177288474198,110.984207880382,106.698200190796,98.194164594236,93.8137278130087,96.3805864351182,93.9847404925404,94.0422159246213,88.6381231228968,106.20739081994,115.454678712865
NZL,New Zealand,58.1047406012087,59.1724105593848,56.9087671962042,55.9861241102171,55.0986550961851,54.851331734287,52.4062478142589,54.1432970416804,55.7664814899437,54.4542971758367,43.9772422862431,48.5412477650846,53.4761627655817
NCL,New Caledonia,68.1684823937939,66.8445220722878,63.7533913097757,58.8723435046881,58.9577979346478,60.0467960954308,58.0296161468389,58.9281826221283,59.0970833,58.210367099604,54.5818048353384,49.0442343110991,50.4727487439639
NLD,Netherlands,130.081707935343,141.757099325776,149.393223058131,150.651850226949,151.715891056501,160.325812564809,150.96552921165,159.646059656847,163.559146573044,160.676671884999,152.233230409706,163.154842689698,184.107484252682
NPL,Nepal,45.9849057742707,36.296758890097,37.921906058758,41.8653757376722,45.9826416115927,46.6657303895158,42.115486124737,44.6424106224996,48.4473869461067,49.2495265874454,40.9188741243442,43.0538047919129,48.9734014799428
NRU,Nauru,100.0,130.30303030303,120.408163265306,179.347826086957,197.222222222222,200.0,170.149253731343,142.068965517241,140.640059171598,155.906685714286,134.980107526882,110.796255319149,167.338761904762
NAM,Namibia,108.072477173606,102.189147754138,100.2134087743,97.7249042303832,103.080137009254,97.2390317873478,93.966187960162,81.2196661011436,81.7138652963804,82.9011507426355,76.9252424036465,83.5443030923624,99.2625547814064
MMR,Myanmar,,,,,,,,,,,,,
MOZ,Mozambique,73.8373532681892,84.4062119333019,105.934588060511,109.38537659913,116.356855242217,98.7612036510901,110.394358201481,105.745640702087,124.607457525372,105.591171401921,99.906146051979,112.078964458333,135.279578416991
MAR,Morocco,69.541979610144,76.8258714906247,78.2221018956072,73.8577565315318,71.8935667539398,67.2886759253849,71.1226603816864,74.1733578786573,77.2548875243989,75.9981158798422,68.8438033904364,75.5234171756506,100.906310201651
MNE,Montenegro,98.8684992495822,106.752728264703,108.779987603414,103.785966371179,100.438431458711,104.12510886943,104.135954584294,106.711366689116,111.098935509174,110.0161238696,87.8612027134909,105.719249175045,125.455937754994
MNG,Mongolia,103.350031656557,126.999228633482,109.588564338415,100.311989662943,109.322311877187,89.653663477814,101.055237224997,115.932901867963,126.355873241513,124.396514621165,112.838647629317,119.098078437771,136.327929944516
MCO,Monaco,,,,,,,,,,,,,
MDA,Moldova,87.9378518951573,98.6175965326556,96.3064098336294,95.6872968332383,94.2282919690928,88.9664154565323,89.0046837188671,88.6233902754378,87.4467874275648,87.6322371148906,79.265722119158,88.4708865399267,112.117671579766
FSM,"Micronesia, Fed. Sts.",108.037859484793,108.539986244713,113.059773722122,114.766672350061,107.645357374787,107.681127672467,102.769230769231,103.342618384401,103.571428571429,95.6852791878173,85.0087703843389,87.3335905673594,90.6343902457202
MEX,Mexico,59.2733845293851,62.1623872764498,64.2579318900113,62.6916747735807,64.0984090351215,70.412974676264,75.6903034088551,76.9521260407254,80.2126616568975,77.4619722571128,76.8545557056016,83.0692976357895,88.7984855867186
MUS,Mauritius,111.508202075575,115.552473002804,117.447639083027,136.552117959236,135.099064765426,133.135069083677,126.310008998042,126.964059884888,123.538984386544,127.940899064133,121.12522550435,135.19300461461,147.663795034012
MRT,Mauritania,93.4207451334608,98.485329604158,110.788122743421,102.398824183169,91.610371363604,77.3467864944966,73.1532616736712,78.8149801833884,89.1467294935148,93.4866941351317,86.7761681322741,88.3068737571235,102.025899125696
MHL,Marshall Islands,144.804965859714,153.240162507255,157.517100166021,161.91974248927,149.853494623656,138.489820359281,116.326362735382,125.145250350959,128.482272727273,153.007728638901,107.825971877585,120.056180461081,128.337975527291
MLT,Malta,178.232955302139,192.027341380783,199.213865142839,187.432252850045,181.301127112959,207.196019855244,213.359473242677,213.047591025756,228.098550737111,233.070441910537,242.361190735857,220.165634087757,245.160375092004
MLI,Mali,48.8166953660615,43.1814699132908,49.4252356223808,54.6032439863007,51.078682187569,53.5751760102265,53.6126193604252,49.4919984941972,50.6998462523276,53.9987132798636,56.0415474422019,56.7150525565465,61.5613274861987
MDV,Maldives,,,,,165.97925116043,143.720506661302,144.380212278942,141.912110574952,142.491128546618,137.125230875185,114.361902904327,142.607296696261,162.243432933656
MYS,Malaysia,157.944764886771,154.937684607226,147.841754766013,142.720991464873,138.312231176843,131.37007244526,126.8990100257,133.155173371956,130.402625502126,123.028562027943,116.788182437638,134.035994690727,146.424604753908
MWI,Malawi,,,,,,,,45.3003137160008,43.578773489,44.1954524635798,41.0323429397328,44.5957618170542,43.616624856781
MDG,Madagascar,57.8748945101807,56.4830925951893,52.6517140811255,56.3675817900932,61.9694322111234,61.2203788365078,60.8346984831423,65.3434015072915,67.8415046683582,62.6013230457128,49.0107073664371,55.2158585927485,70.5471344130961
MAC,"Macao SAR, China",119.938411439898,122.886868700544,123.711349167944,121.375076167887,118.580835443557,119.250436813256,112.890232741859,115.454662557842,116.568676845013,115.23129893555,123.43437444297,171.31597082054,170.368049338506
LUX,Luxembourg,293.671876906939,308.714453874162,311.786835204686,320.533506316768,333.42885319668,351.13197436149,348.437409376889,353.793991980303,361.865445198667,382.66078058442,375.581396376432,397.506180867971,412.177169924175
LTU,Lithuania,131.626507396009,149.645306927215,156.638925650513,156.626637927418,143.290115780694,138.195575009601,134.690449650877,144.918393101325,147.202132525221,148.374996011818,135.796565563519,154.80672767597,175.651612151093
LIE,Liechtenstein,,,,,,,,,,,,,
LBY,Libya,98.077213074239,63.0054352895288,98.2243189168448,106.334360918106,76.5248826381117,56.9049073326883,41.1101760615135,47.5489661921214,63.7811335968183,78.9939691850138,50.9757934373319,164.284069967105,156.321684682347
LBR,Liberia,,,,,,,,,,,,,
LSO,Lesotho,150.102435487333,149.796606699153,150.208575358438,133.36548975517,126.292475360578,129.722773082867,136.31524774176,146.366771329494,144.434955465602,140.51663349168,141.096605062998,139.186479465407,142.373981074229
LBN,Lebanon,95.0966529416243,102.139882412503,88.5455019230591,86.1743285920565,79.8171565925627,71.8390426347811,67.7236177908116,68.4554292593276,68.2573073043718,62.98091601016,50.1298042879627,78.8286204025241,114.888278265666
LVA,Latvia,110.86235386272,129.734758014485,133.211503650958,129.677184929099,130.042252244959,126.380014406006,123.330518429659,128.714003328884,128.234095559822,125.29163170793,123.88319804656,136.796615414819,159.892778190649
LAO,Lao PDR,84.7203378916677,91.6986958680216,98.1851264313662,98.1791466159604,99.0597382933399,85.798321703681,75.0918909204124,,,,,,
KGZ,Kyrgyz Republic,133.232850492333,136.179840420492,139.675937840309,134.026785643922,125.126181075833,110.961570714633,105.823574017406,100.617445813258,98.8755599017608,94.4302823542939,78.9922784304738,100.261376861569,133.786718048766
KWT,Kuwait,97.0280216600064,99.1164927646913,101.011435104032,97.6054913328151,100.037189841844,98.6999884455485,96.1576723758617,97.840046457409,102.785630655,91.6857123895953,82.0125101293052,82.0019394603961,90.9204116970196
XKX,Kosovo,82.1774799739022,86.1517494661872,81.3639162574412,75.1034836607029,77.0760521643276,74.0204422546574,75.0188123077463,80.4101373469745,86.3150846710967,85.7534085053482,75.6080171280001,98.6384304855253,110.012031619226
KOR,"Korea, Rep.",88.0278677123124,101.68061646213,101.51727207905,94.1675235855873,86.9342577972039,75.3881774564907,69.8997221316919,73.1921408264016,74.7075162140824,71.4470632403511,65.544957860621,75.3063047610912,90.5851475278549
PRK,"Korea, Dem. People's Rep.",,,,,,,,,,,,,
KIR,Kiribati,85.6972485309313,93.4313938880945,96.1287092438882,96.7814002828914,104.187980044647,109.889112537487,111.269797688379,100.561253988425,83.3664311213492,98.3140421834046,78.4052134293582,74.5005430117832,107.685878015909
KEN,Kenya,50.3942873502834,58.4022059745625,51.6236920232481,47.4646425127304,46.170489362216,40.3273846919019,34.8650195731824,35.9950578754074,34.4147531767425,31.759461841481,30.3991387830411,35.0020477795269,40.2753238373561
KAZ,Kazakhstan,74.1382658957842,73.1178570509129,73.7237324891671,65.4076093299538,64.9720346513507,53.0497288072652,60.3115965864153,56.825387935971,63.5279565118188,64.8586165517565,57.0264423660931,58.6686085779207,68.3343147415612
JOR,Jordan,114.222677694125,118.699679501801,117.855587685189,111.451527997628,109.938805535022,95.3579122266791,88.7207178954687,89.7316005071358,87.6359151906857,85.6878334964204,66.0599488089059,80.3328699444404,104.095459439189
JPN,Japan,28.4984726938389,30.1949607286296,30.4709109171752,33.9787686509511,37.4314345686579,35.4274083544798,31.3102468455884,34.4232135721686,36.609931802107,35.2164181084145,31.335208636773,36.7384462280698,46.8129868368938
JAM,Jamaica,,,,,,,,,,,,,
ITA,Italy,51.6621118138339,54.4722149449288,54.8844952702204,54.0341846317499,54.4545299332032,55.4356858148221,54.4321467018313,57.5829940274911,59.2749835128154,58.6941902594738,53.9394839042764,60.3019776202798,72.0165023032697
ISR,Israel,65.6330798689153,68.9094378497374,69.9650250827043,64.1340511293501,61.7133541160002,58.897971915566,57.7990316850783,56.2801142540924,58.7437542387448,56.325348642584,51.2366737920366,54.9016842006986,60.6448526742952
IMN,Isle of Man,,,,,,,,,,,,,
IRL,Ireland,190.08027278672,186.304879179038,190.355682317985,199.742586224446,211.181602002085,223.702938290642,239.708527798768,233.304083346711,222.453716000399,257.652772910421,258.780437026252,231.032350863586,237.755419559378
IRQ,Iraq,73.4974796202443,72.1713282233655,73.6086845912812,67.4100184095672,68.9824868569036,69.5917685983115,54.588320188677,59.7809123923157,65.8017917701083,68.9899384202806,57.742316395146,61.5032683117218,68.75879409409
IRN,"Iran, Islamic Rep.",43.7706437371399,41.2194147918578,44.0893466807452,47.0867179194755,45.3514201413161,39.42258866118,39.8772417738866,43.1556931383906,56.6153496142829,48.5917712137038,43.8844674905013,42.672379536261,48.9183508223052
IDN,Indonesia,46.7012738758737,50.1800131841104,49.5828982992627,48.6373726752893,48.0801755855227,41.9376402415294,37.4213418023318,39.3554970704606,43.0743089552002,37.6277775357108,32.9721754002427,40.2047582749671,45.4646701959453
IND,India,49.2552064974161,55.6238800135298,55.7937217287511,53.8441319466777,48.9221857470669,41.9229138658647,40.082485713276,40.7424969545225,43.6169693323889,39.9054035306442,37.7581053292768,45.4230887840446,50.0752701498882
ISL,Iceland,92.4901528110187,100.133252648313,102.433137099998,97.6980221861272,95.2879194201667,94.8888027460231,87.7600165983392,86.3585336945067,88.934996973139,83.7923659518443,68.6550233460548,76.2317249850944,93.0487199615013
HUN,Hungary,157.838960085896,166.754347209897,166.17569860957,164.476024791467,168.358355086413,167.290738494524,163.97194450015,165.032855840268,162.700858777925,159.925556464831,154.527002936377,159.187527332834,185.000204092698
HKG,"Hong Kong SAR, China",404.770560908659,421.854706554386,430.568530415663,442.620019127299,425.975871734797,389.405949263639,371.727231773253,376.795666734722,376.892773545026,353.743521139731,350.679705044448,402.459681454463,384.881143223724
HND,Honduras,109.441838241682,122.216902597337,121.188215808285,116.306049247436,112.97509728471,107.26440535424,99.8157169505924,101.813111079622,103.551162215452,99.4599779937589,88.0008563836292,103.372643459918,112.698524913966
HTI,Haiti,44.7215241260457,44.1635704019387,40.2582414988129,40.3325097562551,42.3515259071619,41.9457381172044,41.4109022161974,42.0745477868911,45.1385763027223,44.5687187758294,37.4138801252638,37.0465594645645,36.529550283828
GUY,Guyana,,,,,,,,,,,,,
GNB,Guinea-Bissau,43.5145876385454,48.6174602066373,44.1280665609795,39.9574617805787,46.8696583055238,54.3703755891285,54.3006730474711,56.9137475938811,55.0195890357005,49.9435101361017,42.8853856881523,44.8094556831993,45.7584952252858
GIN,Guinea,73.5465739340387,85.9546732708386,86.6743318322581,80.4264477180461,76.7719658952305,72.4427307469345,111.839467415368,101.251633768429,88.984111543709,78.4153132285974,115.765259518929,115.195532789356,94.1652726931221
GTM,Guatemala,63.1251925746222,65.0470510420457,61.9594193352042,56.6852490208198,55.0832735945126,49.8934517710689,46.3727344722496,46.0694033463258,47.0116852699223,45.5167341512863,41.1407594507716,49.2611494576228,54.4310384820058
GUM,Guam,72.0347544958577,77.7889245585875,76.7521367521368,79.5332468975736,78.3600713012478,71.3398861872737,70.4117946110829,69.2665890570431,72.9631465873409,78.0645161290323,63.6747802569304,61.8383060635226,71.8668596237337
GRD,Grenada,,,,,,,,,,,,,
GRL,Greenland,110.472368234124,130.547942353994,100.978401084907,95.9116681587586,87.0885837878503,83.1013810084573,85.8376729204278,84.2072558673104,89.7766906266033,92.1907515607492,82.6595028892583,83.6838572277142,93.3651328766632
GRC,Greece,50.9225181997227,56.2929957941907,62.3942117351318,62.9547272215374,66.4335364513677,65.2716454619318,63.6575490882866,70.8824967397253,79.2379908638706,80.5900949510457,70.2937464580745,88.0126654490379,108.121843229922
GIB,Gibraltar,,,,,,,,,,,,,
GHA,Ghana,75.3778157916824,86.2954538549695,93.1680351286831,60.7593219028775,63.8365624430783,76.5212709243242,67.8769994445865,70.5483652904116,67.9585174644902,76.824802732152,66.5754987162431,62.7078309128346,70.1154557958907
DEU,Germany,73.8852351200263,78.433002901442,79.3316495670315,77.5860288576931,76.8483516336234,77.7565815686922,76.0059902166055,77.4548394742448,79.1252260463654,79.0732427175683,72.9335327120137,79.9195348609851,88.7857542130501
GEO,Georgia,81.6733870603639,85.4659350932986,89.7348800946338,93.8139137895532,94.9506979383393,97.0163115086257,94.9262528383443,102.584277697146,109.847740556266,117.810080239714,92.8910841752194,101.60090754891,114.695437688718
GMB,"Gambia, The",41.0125150279466,42.6397020468894,47.7006731141985,45.4619193623296,58.2579307752264,44.5223730803813,38.1140879565948,55.7335796090833,64.8124640003735,55.9979116186993,47.3955201736291,42.0979827971754,44.7219215369466
